Dec 31, 2013	1,842.61	1,849.44	1,842.41	1,848.36	1,848.36	2,312,840,000
Dec 30, 2013	1,841.47	1,842.47	1,838.77	1,841.07	1,841.07	2,293,860,000
Dec 27, 2013	1,842.97	1,844.89	1,839.81	1,841.40	1,841.40	2,052,920,000
Dec 26, 2013	1,834.96	1,842.84	1,834.96	1,842.02	1,842.02	1,982,270,000
Dec 24, 2013	1,828.02	1,833.32	1,828.02	1,833.32	1,833.32	1,307,630,000
Dec 23, 2013	1,822.92	1,829.75	1,822.92	1,827.99	1,827.99	2,851,540,000
Dec 20, 2013	1,810.39	1,823.75	1,810.25	1,818.32	1,818.32	5,097,700,000
Dec 19, 2013	1,809.00	1,810.88	1,801.35	1,809.60	1,809.60	3,497,210,000
Dec 18, 2013	1,781.46	1,811.08	1,767.99	1,810.65	1,810.65	4,327,770,000
Dec 17, 2013	1,786.47	1,786.77	1,777.05	1,781.00	1,781.00	3,270,030,000
Dec 16, 2013	1,777.48	1,792.22	1,777.48	1,786.54	1,786.54	3,209,890,000
Dec 13, 2013	1,777.98	1,780.92	1,772.45	1,775.32	1,775.32	3,061,070,000
Dec 12, 2013	1,781.71	1,782.99	1,772.28	1,775.50	1,775.50	3,306,640,000
Dec 11, 2013	1,802.76	1,802.97	1,780.09	1,782.22	1,782.22	3,472,240,000
Dec 10, 2013	1,807.60	1,808.52	1,801.75	1,802.62	1,802.62	3,117,150,000
Dec 09, 2013	1,806.21	1,811.52	1,806.21	1,808.37	1,808.37	3,129,500,000
Dec 06, 2013	1,788.36	1,806.04	1,788.36	1,805.09	1,805.09	3,150,030,000
Dec 05, 2013	1,792.82	1,792.82	1,783.38	1,785.03	1,785.03	3,336,880,000
Dec 04, 2013	1,793.15	1,799.80	1,779.09	1,792.81	1,792.81	3,610,540,000
Dec 03, 2013	1,800.10	1,800.10	1,787.85	1,795.15	1,795.15	3,475,680,000
Dec 02, 2013	1,806.55	1,810.02	1,798.60	1,800.90	1,800.90	3,095,430,000
Nov 29, 2013	1,808.69	1,813.55	1,803.98	1,805.81	1,805.81	1,598,300,000
Nov 27, 2013	1,803.48	1,808.27	1,802.77	1,807.23	1,807.23	2,613,590,000
Nov 26, 2013	1,802.87	1,808.42	1,800.77	1,802.75	1,802.75	3,427,120,000
Nov 25, 2013	1,806.33	1,808.10	1,800.58	1,802.48	1,802.48	2,998,540,000
Nov 22, 2013	1,797.21	1,804.84	1,794.70	1,804.76	1,804.76	3,055,140,000
Nov 21, 2013	1,783.52	1,797.16	1,783.52	1,795.85	1,795.85	3,256,630,000
Nov 20, 2013	1,789.59	1,795.73	1,777.23	1,781.37	1,781.37	3,109,140,000
Nov 19, 2013	1,790.79	1,795.51	1,784.72	1,787.87	1,787.87	3,224,450,000
Nov 18, 2013	1,798.82	1,802.33	1,788.00	1,791.53	1,791.53	3,168,520,000
Nov 15, 2013	1,790.66	1,798.22	1,790.66	1,798.18	1,798.18	3,254,820,000
Nov 14, 2013	1,782.75	1,791.53	1,780.22	1,790.62	1,790.62	3,139,060,000
Nov 13, 2013	1,764.37	1,782.00	1,760.64	1,782.00	1,782.00	3,327,480,000
Nov 12, 2013	1,769.51	1,771.78	1,762.29	1,767.69	1,767.69	3,221,030,000
Nov 11, 2013	1,769.96	1,773.44	1,767.85	1,771.89	1,771.89	2,534,060,000
Nov 08, 2013	1,748.37	1,770.78	1,747.63	1,770.61	1,770.61	3,837,170,000
Nov 07, 2013	1,770.74	1,774.54	1,746.20	1,747.15	1,747.15	4,143,200,000
Nov 06, 2013	1,765.00	1,773.74	1,764.40	1,770.49	1,770.49	3,322,100,000
Nov 05, 2013	1,765.67	1,767.03	1,755.76	1,762.97	1,762.97	3,516,680,000
Nov 04, 2013	1,763.40	1,768.78	1,761.56	1,767.93	1,767.93	3,194,870,000
Nov 01, 2013	1,758.70	1,765.67	1,752.70	1,761.64	1,761.64	3,686,290,000
Oct 31, 2013	1,763.24	1,768.53	1,755.72	1,756.54	1,756.54	3,826,530,000
Oct 30, 2013	1,772.27	1,775.22	1,757.24	1,763.31	1,763.31	3,523,040,000
Oct 29, 2013	1,762.93	1,772.09	1,762.93	1,771.95	1,771.95	3,358,460,000
Oct 28, 2013	1,759.42	1,764.99	1,757.67	1,762.11	1,762.11	3,282,300,000
Oct 25, 2013	1,756.01	1,759.82	1,752.45	1,759.77	1,759.77	3,175,720,000
Oct 24, 2013	1,747.48	1,753.94	1,745.50	1,752.07	1,752.07	3,671,700,000
Oct 23, 2013	1,752.27	1,752.27	1,740.50	1,746.38	1,746.38	3,713,380,000
Oct 22, 2013	1,746.48	1,759.33	1,746.48	1,754.67	1,754.67	3,850,840,000
Oct 21, 2013	1,745.20	1,747.79	1,740.67	1,744.66	1,744.66	3,052,710,000
Oct 18, 2013	1,736.72	1,745.31	1,735.74	1,744.50	1,744.50	3,664,890,000
Oct 17, 2013	1,720.17	1,733.45	1,714.12	1,733.15	1,733.15	3,453,590,000
Oct 16, 2013	1,700.49	1,721.76	1,700.49	1,721.54	1,721.54	3,486,180,000
Oct 15, 2013	1,709.17	1,711.57	1,695.93	1,698.06	1,698.06	3,327,740,000
Oct 14, 2013	1,699.86	1,711.03	1,692.13	1,710.14	1,710.14	2,580,580,000
Oct 11, 2013	1,691.09	1,703.44	1,688.52	1,703.20	1,703.20	2,944,670,000
Oct 10, 2013	1,660.88	1,692.56	1,660.88	1,692.56	1,692.56	3,362,300,000
Oct 09, 2013	1,656.99	1,662.47	1,646.47	1,656.40	1,656.40	3,577,840,000
Oct 08, 2013	1,676.22	1,676.79	1,655.03	1,655.45	1,655.45	3,569,230,000
Oct 07, 2013	1,687.15	1,687.15	1,674.70	1,676.12	1,676.12	2,678,490,000
Oct 04, 2013	1,678.79	1,691.94	1,677.33	1,690.50	1,690.50	2,880,270,000
Oct 03, 2013	1,692.35	1,692.35	1,670.36	1,678.66	1,678.66	3,279,650,000
Oct 02, 2013	1,691.90	1,693.87	1,680.34	1,693.87	1,693.87	3,148,600,000
Oct 01, 2013	1,682.41	1,696.55	1,682.07	1,695.00	1,695.00	3,238,690,000
Sep 30, 2013	1,687.26	1,687.26	1,674.99	1,681.55	1,681.55	3,308,630,000
Sep 27, 2013	1,695.52	1,695.52	1,687.11	1,691.75	1,691.75	2,951,700,000
Sep 26, 2013	1,694.05	1,703.85	1,693.11	1,698.67	1,698.67	2,813,930,000
Sep 25, 2013	1,698.02	1,701.71	1,691.88	1,692.77	1,692.77	3,148,730,000
Sep 24, 2013	1,702.60	1,707.63	1,694.90	1,697.42	1,697.42	3,268,930,000
Sep 23, 2013	1,711.44	1,711.44	1,697.10	1,701.84	1,701.84	3,126,950,000
Sep 20, 2013	1,722.44	1,725.23	1,708.89	1,709.91	1,709.91	5,074,030,000
Sep 19, 2013	1,727.34	1,729.86	1,720.20	1,722.34	1,722.34	3,740,130,000
Sep 18, 2013	1,705.74	1,729.44	1,700.35	1,725.52	1,725.52	3,989,760,000
Sep 17, 2013	1,697.73	1,705.52	1,697.73	1,704.76	1,704.76	2,774,240,000
Sep 16, 2013	1,691.70	1,704.95	1,691.70	1,697.60	1,697.60	3,079,800,000
Sep 13, 2013	1,685.04	1,688.73	1,682.22	1,687.99	1,687.99	2,736,500,000
Sep 12, 2013	1,689.21	1,689.97	1,681.96	1,683.42	1,683.42	3,106,290,000
Sep 11, 2013	1,681.04	1,689.13	1,678.70	1,689.13	1,689.13	3,135,460,000
Sep 10, 2013	1,675.11	1,684.09	1,675.11	1,683.99	1,683.99	3,691,800,000
Sep 09, 2013	1,656.85	1,672.40	1,656.85	1,671.71	1,671.71	3,102,780,000
Sep 06, 2013	1,657.44	1,664.83	1,640.62	1,655.17	1,655.17	3,123,880,000
Sep 05, 2013	1,653.28	1,659.17	1,653.07	1,655.08	1,655.08	2,957,110,000
Sep 04, 2013	1,640.72	1,655.72	1,637.41	1,653.08	1,653.08	3,312,150,000
Sep 03, 2013	1,635.95	1,651.35	1,633.41	1,639.77	1,639.77	3,731,610,000
Aug 30, 2013	1,638.89	1,640.08	1,628.05	1,632.97	1,632.97	2,734,300,000
Aug 29, 2013	1,633.50	1,646.41	1,630.88	1,638.17	1,638.17	2,527,550,000
Aug 28, 2013	1,630.25	1,641.18	1,627.47	1,634.96	1,634.96	2,784,010,000
Aug 27, 2013	1,652.54	1,652.54	1,629.05	1,630.48	1,630.48	3,219,190,000
Aug 26, 2013	1,664.29	1,669.51	1,656.02	1,656.78	1,656.78	2,430,670,000
Aug 23, 2013	1,659.92	1,664.85	1,654.81	1,663.50	1,663.50	2,582,670,000
Aug 22, 2013	1,645.03	1,659.55	1,645.03	1,656.96	1,656.96	2,537,460,000
Aug 21, 2013	1,650.66	1,656.99	1,639.43	1,642.80	1,642.80	2,932,180,000
Aug 20, 2013	1,646.81	1,658.92	1,646.08	1,652.35	1,652.35	2,994,090,000
Aug 19, 2013	1,655.25	1,659.18	1,645.84	1,646.06	1,646.06	2,904,530,000
Aug 16, 2013	1,661.22	1,663.60	1,652.61	1,655.83	1,655.83	3,211,450,000
Aug 15, 2013	1,679.61	1,679.61	1,658.59	1,661.32	1,661.32	3,426,690,000
Aug 14, 2013	1,693.88	1,695.52	1,684.83	1,685.39	1,685.39	2,871,430,000
Aug 13, 2013	1,690.65	1,696.81	1,682.62	1,694.16	1,694.16	3,035,560,000
Aug 12, 2013	1,688.37	1,691.49	1,683.35	1,689.47	1,689.47	2,789,160,000
Aug 09, 2013	1,696.10	1,699.42	1,686.02	1,691.42	1,691.42	2,957,670,000
Aug 08, 2013	1,693.35	1,700.18	1,688.38	1,697.48	1,697.48	3,271,660,000
Aug 07, 2013	1,695.30	1,695.30	1,684.91	1,690.91	1,690.91	3,010,230,000
Aug 06, 2013	1,705.79	1,705.79	1,693.29	1,697.37	1,697.37	3,141,210,000
Aug 05, 2013	1,708.01	1,709.24	1,703.55	1,707.14	1,707.14	2,529,300,000
Aug 02, 2013	1,706.10	1,709.67	1,700.68	1,709.67	1,709.67	3,136,630,000
Aug 01, 2013	1,689.42	1,707.85	1,689.42	1,706.87	1,706.87	3,775,170,000
Jul 31, 2013	1,687.76	1,698.43	1,684.94	1,685.73	1,685.73	3,847,390,000
Jul 30, 2013	1,687.92	1,693.19	1,682.42	1,685.96	1,685.96	3,320,530,000
Jul 29, 2013	1,690.32	1,690.92	1,681.86	1,685.33	1,685.33	2,840,520,000
Jul 26, 2013	1,687.31	1,691.85	1,676.03	1,691.65	1,691.65	2,762,770,000
Jul 25, 2013	1,685.21	1,690.94	1,680.07	1,690.25	1,690.25	3,322,500,000
Jul 24, 2013	1,696.06	1,698.38	1,682.57	1,685.94	1,685.94	3,336,120,000
Jul 23, 2013	1,696.63	1,698.78	1,691.13	1,692.39	1,692.39	3,096,180,000
Jul 22, 2013	1,694.41	1,697.61	1,690.67	1,695.53	1,695.53	2,779,130,000
Jul 19, 2013	1,686.15	1,692.09	1,684.08	1,692.09	1,692.09	3,302,580,000
Jul 18, 2013	1,681.05	1,693.12	1,681.05	1,689.37	1,689.37	3,452,370,000
Jul 17, 2013	1,677.91	1,684.75	1,677.91	1,680.91	1,680.91	3,153,440,000
